customer_text,brand_text,conversation_id
I spoke to your customer executive and they provide best of their service which means nothing would be helped from their side but you have to solve this for future prospects.... thank you for your concern🙏🏻,"We won't be able to make any changes to orders that are successfully placed, Ankit. However, I'll ensure to share your comments as feedback to our concerned team and get it reviewed. ^RI",conv_58524
J’ai fais renvoyer un colis car il n’allait pas et j’ai fais une demande de remboursement et vous aviez dit que ça prend 5/6 jours de délais sauf que là ca en fait 9 et j’ai des cadeaux de noël à acheter vous voyez !,"Bonsoir, pouvez-vous m'expliquer la situation ? ^KD",conv_82115
And there was no indication that they had re-attempted delivery,I'm sorry you still haven't received the order. Was there any update on the tracking here: ^LA,conv_12355
Need support on seller central,"Thank you for providing that for us. If you contact us via our website, we will call you back. You can do so via this link: As per previous correspondence, we have a freephone within the UK. ^JC.",conv_64067
"I wonder, will UR uber boss #BenHartman get copied on this thread? Gotta say, I'm not a customer at the moment, only impacted by UR customers. This customer service experience greatly disinclines me 2 even consider #AmazonFresh. Maybe Mr. Hartman could change my mind. I dunno.",We cannot accommodate this request via Twitter. Please send us your details using the link provided by FR. ^GR,conv_10218
"I did, nobody looked into yet!",I'm sorry for the inconvenience. Please share your details here we would look into this. ^MD,conv_60441
Por eso son los mejores ❤️,"¡Hola, Daniel! No tienes que hacer ningún trámite adicional 😃 ^LC",conv_96149
I feel like you guys are just playing me now. This email makes no sense.,"Thank you for confirming! When you have the chance, please leave your information here: and a specialist will contact you as soon as possible to get this reported. ^HC",conv_60658
"Already dispatched, so not possible. It’s how I saw it’s coming from the US.","Sorry to hear that. You can contact the seller to see if it's possible to cancel your order, more info on that for you here: ^TI",conv_58414
必ず交換してください。 配達員の問題だとしてもそのような配達員がいる配達業者にお願いするAmazonの問題でもありますよね。,ご迷惑おかけしております。商品に問題がある場合には、下記URLより交換や返品のお手続きが可能です。よろしければお手続きください。 出品者が発送する商品の場合には、直接出品者にご相談ください。 SM,conv_59457
Will you follow me on twitter,You're welcome Dhiraj. :),conv_3840
i know but i call all courier serviece they people cant home pick up so please arrange from your hand.,"You must have received a correspondence from our team, request you to check the same. ^SH",conv_14790
"Não diz isso :( kk vou rezar pra q sobre no estoque e vcs prolonguem até a próxima semana então, obg!","Olá João! Esta promoção é por tempo limitado e está condicionada à existência de produtos em estoque, expirando às 23h59m do dia 24 de novembro de 2017 ou enquanto durar o estoque. Você vai aproveitar? ^JJ",conv_95281
First thing i have not possible for self return. So pls arrange from your hand,we receive your details. Kindly share the details here: and I'll contact you soon. (2/2) ^GK,conv_16543
Have replied to Ur mail. Hope for a more logical response from your side.,I understand your point. I request you to please reply to the email you've received stating the same and we'll assist you accordingly. ^NR,conv_59431
It can’t read code in daylight and the touchscreen only works on the top half of the screen. I’ll have to go back when dark that works 50%.,We are truly sorry! Can you provide more details about the issues you're having when accessing the Brant locker? ^SH,conv_50307
"Wäre super, einen FireTV Stick fand er auch sinnlos und jetzt nutzt er ihn laufend :)","Hi, deinen Wunsch nach dieser Option leite ich gerne weiter. :) Leider kann ich nicht versprechen, ob wir das umsetzen können. Liebe Grüße ^SI",conv_84094
Die Kaffeemaschine kam an! :) Natürlich kam sie Defekt an.,Das Statusupdate kommt sicherlich noch :) ^BL,conv_78972
"It was impossible for it to have arrived on time when it left 23 minutes before the deadline. Am I blacklisted or something? My recent experiences have been terrible, this is the 9th time I've had to engage support due to delivery issues, either late or lost outright in 3 orders.",Oh no! I'm sorry your order hasn't arrived yet! Late packages are typically delivered next business day. Please keep us posted! We want to make sure your order is received! ^BN,conv_97436
Normalement c'était entre 2 et 5 semaines après le 6 août. Et toujours rien..,"Bonjour, navrée pour ce retard, quelle est la date de livraison indiquée dans le mail de confirmation de commande ? ^ASZ",conv_43556
Well I didn’t authorise it either so where exactly did it come from? I am in the process of returning it now.,"We wouldn't have the option to place an order on your account Rikki, due to security reasons. Has the return been organised for the unwanted order? ^JC.",conv_53294
Hey so my package has not arrived yet. Can I get this sorted please,Please let us know if doesn't arrive by Friday! We'd like to help! ^ZW,conv_11557
This is height of unprofessionalism. ARE U BOTH WINDING UP UR OPERATIONS,"If you've already shared your details, our team will reach out to you soon with an update. Appreciate your understanding. ^MA",conv_28571
"Perfecto,, Feliz dia 😊","Entiendo Jesús, puedes mantenernos al tanto de esta entrega. ^VL",conv_54670
Yet again you’ve missed the promised delivery date by multiple days. And after spending 45 minutes on the phone to try and get it fixed it now late for a meeting,I'm sorry to hear that you are unhappy with Prime. Without providing any personal information can you let us know what has happened? ^KI,conv_68899
"Nein. Auch keine Karte. Leider kein Einzelfall, in den letzten 2-3 Wochen häuft es sich. Pakete ohne Zustellversuch bei Läden abgegeben oder Angeblich nicht angetroffen. Ein Paket ist ganz verschwunden. Support ist informiert, aber so geht es nicht weiter!","Wurde denn auch nicht versucht, alternativ an einen Nachbarn zuzustellen? ^SK",conv_75030
"Ya , i shared details on link","Please confirm, if you have shared your details on the link that was provided to you earlier. If not yet, then I'd request you to please do so that we could check and get this resolved at the earliest. ^KK",conv_53435
"Pode deixar , tchau 😘","Depois de ler os livros, não esquece de nós contar o que achou! 😍 ^DA",conv_68875
Apparently tomorrow. The saga of Amazon Prime delivery nor non delivery.,So sorry to hear the shipment wasn't received today! Have you already received an update as to when the next delivery attempt will be? ^GS,conv_82097
... I did respond back to... Thanks,We've responded to your query via DM. Please check. ^HD,conv_51184
Shows as ‘on its way’ and only having left carrier depot at 9.40pm this evening. Delivery is by Amazon Logistics. App still shows the delivery date as today but when I go through the support section of the app it tells me scheduled delivery is tomorrow (30th),I'm sorry your package wasn't delivered. Can you let us know what's the status of the tracking and who the carrier is? ^LL,conv_54712
